room_type,required_car_parking_spaces,special_requests,rate,total_guests,hotel_type,parking,restaurant,pool_and_spa,avg_review,cancelled_last_30_days,advance_reservation_days,board_FB,board_SC,distribution_channel_Direct,distribution_channel_TA/TO,country_POR,country_SPA,market_segment_Complementary,market_segment_Direct,market_segment_Leisure
1,0,1,-0.21391934974116875,-0.3911256378989827,1,0,1,0,1.384782998553706,0,1.7933473817932526,0,0,0,1,0,1,0,0,1
1,0,1,-0.21391934974116875,-0.3911256378989827,1,0,1,0,1.384782998553706,0,1.7933473817932526,0,0,0,1,0,1,0,0,1
1,0,1,-0.21391934974116875,-0.3911256378989827,1,0,1,0,1.384782998553706,0,1.7933473817932526,0,0,0,1,0,1,0,0,1
1,0,1,-0.21391934974116875,-0.3911256378989827,1,0,1,0,1.384782998553706,0,1.7933473817932526,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,1.1553460639606232,-0.3911256378989827,1,0,1,0,1.384782998553706,1,-0.06129926866289827,0,0,1,0,0,1,0,1,0
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.3232464247807245,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4557211855275924,0,0,0,1,0,1,0,0,1
1,0,0,-0.01060589048148194,-0.3911256378989827,1,0,1,0,1.384782998553706,1,-0.47764851672448316,0,0,1,0,0,1,0,1,0
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,0.5200926042608831,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,-0.8151534518464476,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.380021322243668,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.5200926042608831,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,0,0.16195374607441385,-0.3911256378989827,1,0,1,0,1.384782998553706,0,2.4367962197066113,0,0,0,1,0,1,0,0,1
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7804479698601813,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.7650453904146085,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-1.1220653281164619,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.8777885286362465,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,0.5953884774598219,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,1,0,1,0,1,0,0,1
1,1,1,-0.7525183750566488,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,0,0,0,1,0,0,0
1,1,0,1.589970861805037,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,1,0,1,0,0,1
1,1,1,-1.1721733895483009,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,1,1,-1.1847004049062606,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.7047481065762567,0,0,0,0,0,1,0,0,0
1,1,1,-1.1721733895483009,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6101232774713511,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7047481065762567,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,1,0,-1.1721733895483009,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.742598038218219,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-0.9091060670311458,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,1,0,0,1,0,1,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,1,-0.9967951745368642,-1.7185716106269857,1,1,1,1,-0.528750944831302,1,-0.8182979015021435,0,0,1,0,0,1,0,1,0
1,0,1,-0.8777885286362465,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,1,0,1,0,1,0,0,1
1,1,1,-0.33286336056499677,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,0.03668359249481623,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,1,-0.7525183750566488,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-1.1721733895483009,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,1,-0.7650453904146085,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,1,-0.8561478331441058,0,0,1,0,0,1,1,0,0
1,0,0,-0.8777885286362465,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6858231407552756,0,0,0,0,0,1,0,0,0
1,0,0,0.5502912221711664,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6858231407552756,0,0,0,0,0,1,0,0,0
1,0,1,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,1,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,0.03668359249481623,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,0.8509395907622008,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,0.8509395907622008,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,0.19327128446931327,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6668981749342945,0,0,1,0,0,1,0,1,0
1,0,0,0.19327128446931327,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6668981749342945,0,0,1,0,0,1,0,1,0
1,0,1,-1.059430251326663,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.6668981749342945,0,0,0,1,0,1,0,0,1
1,1,0,-1.1721733895483009,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,0,0,1,0,0,0
1,1,0,-1.1721733895483009,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,0,0,0,1,0,0,0
1,1,0,-0.7525183750566488,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,1,0,-0.7525183750566488,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.68361979058787,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,0,0,0,1,0,0,0
1,1,0,-1.1721733895483009,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,1,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-0.1256665265443422,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,1,0,1,0,1,0,0,1
1,0,0,-0.6397752368350109,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,1,1.9783709729785794,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,1,0,0,1,0,1,0
1,0,0,0.01162956177889671,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,1,0,0,1,0,1,0
0,1,1,-1.5166663118921944,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.7804479698601813,0,0,0,1,0,1,0,0,1
0,1,0,0.9762097443417984,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,1,0,1,0,0,1
1,0,0,-1.0281127129317635,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6668981749342945,0,0,1,0,0,1,0,1,0
1,0,0,0.09931866928461504,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6858231407552756,0,0,1,0,0,1,0,1,0
1,0,1,0.09931866928461504,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,1,0,1,0,0,1
0,0,1,-0.1825391762694796,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.742598038218219,0,0,0,1,0,1,0,0,1
1,0,1,1.9783709729785794,2.263766307557024,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,1,0,0,1,0,1,0
0,0,0,1.2042014238566658,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,1,0,0,1,0,1,0
1,0,0,0.09931866928461504,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.6858231407552756,0,0,1,0,0,1,0,1,0
1,1,1,-0.5834036677241919,2.263766307557024,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,1,0,1,0,1,0,0,1
1,0,0,1.8687595885964317,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,1,0,1,0,0,1
1,0,0,-0.22638373002233877,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7047481065762567,0,0,1,0,0,1,0,1,0
1,0,1,-0.370444406638876,0.9363203348290204,1,1,1,1,-0.528750944831302,0,1.2255984071638186,0,0,0,1,0,1,0,0,1
1,1,1,2.8740525710727027,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.7236730723972379,0,0,0,1,0,1,0,0,1
1,0,1,-1.5918284040399528,0.9363203348290204,1,1,1,1,-0.528750944831302,1,-0.8372228673231247,0,0,1,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,1,0,0
1,1,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,-0.3911256378989827,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,1,0,0
0,0,1,-1.5918284040399528,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,1,0,0
1,0,1,-1.5918284040399528,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,1,0,0,1,1,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,0,0.03668359249481623,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7236730723972379,0,0,0,1,0,1,0,0,1
1,1,1,-0.27837084375787186,2.263766307557024,1,1,1,1,-0.528750944831302,0,-0.5344234141874266,0,0,0,1,0,1,0,0,1
1,1,1,0.8383499403274512,2.263766307557024,1,1,1,1,-0.528750944831302,0,-0.7047481065762567,0,1,0,1,0,1,0,0,1
1,0,0,0.7194059295036233,-1.7185716106269857,1,1,1,1,-0.528750944831302,1,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,1,-1.1847004049062606,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.1784368972272807,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8561478331441058,0,0,0,0,0,1,0,0,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.742598038218219,0,0,0,0,0,1,0,0,0
1,0,1,0.5502912221711664,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.5722733458293888,0,0,1,0,0,1,0,1,0
1,0,1,0.5502912221711664,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.5722733458293888,0,0,1,0,0,1,0,1,0
1,0,0,1.264331097574873,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,1,0,0,1,0,1,0
1,1,1,0.024156577136856473,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,1,0,1,0,0,1
1,0,0,-0.8777885286362465,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7993729356811624,0,0,1,0,0,1,0,1,0
0,0,0,-0.46439702182357423,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8182979015021435,0,0,0,0,0,1,0,0,0
1,0,1,-0.7525183750566488,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.6101232774713511,0,0,1,0,0,1,0,1,0
1,0,0,-0.6397752368350109,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7804479698601813,0,0,1,0,0,1,0,1,0
1,0,0,0.18700777679033337,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.40176194503377544,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-0.370444406638876,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8372228673231247,0,0,0,0,0,1,0,0,0
1,0,0,-1.0420176999790989,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,1,0,1,0,1,0,0,1
1,0,0,0.5502912221711664,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7804479698601813,0,0,1,0,0,1,0,1,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.742598038218219,0,0,0,0,0,1,0,0,0
1,0,0,-0.6710927752299103,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,-0.7775724057725683,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,0,0,1,0,0,0
1,0,0,-0.8214169595254275,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,0,0,0,1,0,0,1
1,0,1,-0.588414473867376,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,1.6608726210463847,0,0,1,0,0,1,0,1,0
0,0,1,0.23711583822217241,0.9363203348290204,1,1,1,1,-0.528750944831302,0,-0.8750727989650869,0,0,1,0,0,1,0,1,0
1,0,0,0.9135746675519996,-1.7185716106269857,1,1,1,1,-0.528750944831302,0,-0.7615230040392001,0,0,0,0,0,1,0,0,0
